Step	Time	I	E	T
6	0.0	-2.9971437	2.622291	30.3
6	0.1	-2.9971437	2.622291	30.3
6	0.2	-2.9976537	2.6202042	30.3
6	0.3	-2.9983702	2.6190307	30.1
6	0.4	-2.9987314	2.6169236	30.1
6	0.5	-2.9989529	2.6154165	30.3
6	0.6	-2.9990969	2.6141455	30.3
6	0.7	-2.9991963	2.6130834	30.3
6	0.8	-2.999274	2.6120782	30.3
6	0.9	-2.9993322	2.6111512	30.3
6	1.0	-2.99938	2.6103013	30.3
6	1.1	-2.9994187	2.6095035	30.1
6	1.2	-2.9994514	2.6087189	30.1
6	1.3	-2.9994798	2.6079783	30.1
6	1.4	-2.9995046	2.6072826	30.1
6	1.5	-2.999524	2.6066008	30.3
6	1.6	-2.9995422	2.6059322	30.3
6	1.7	-2.9995582	2.6052797	30.3
6	1.8	-2.9995728	2.6046903	30.3
6	1.9	-2.9995866	2.604059	30.3
6	2.0	-2.999599	2.6034842	30.3
6	2.1	-2.9996114	2.6029303	30.3
6	2.2	-2.9996228	2.6023772	30.3
6	2.3	-2.9996352	2.6018124	30.3
6	2.4	-2.999647	2.6012795	30.3
6	2.5	-2.9996555	2.6007552	30.3
6	2.6	-2.9996629	2.6002328	30.3
6	2.7	-2.9996696	2.59973	30.3
6	2.8	-2.9996774	2.5992305	30.3
6	2.9	-2.9996853	2.5987287	30.3
6	3.0	-2.9996912	2.5982962	30.3
6	3.1	-2.9996977	2.597789	30.3
6	3.2	-2.9997044	2.5973244	30.3
6	3.3	-2.9997094	2.5968847	30.3
6	3.4	-2.999715	2.5964506	30.3
6	3.5	-2.999721	2.5959718	30.3
6	3.6	-2.9997246	2.595555	30.3
6	3.7	-2.999729	2.5951471	30.3
6	3.8	-2.9997325	2.5947134	30.3
6	3.9	-2.9997363	2.594278	30.3
6	4.0	-2.99974	2.59389	30.3
6	4.1	-2.9997435	2.5934777	30.3
6	4.2	-2.999747	2.5930605	30.3
6	4.3	-2.9997494	2.592661	30.3
6	4.4	-2.9997523	2.5922756	30.3
6	4.5	-2.9997559	2.5918713	30.3
6	4.6	-2.9997587	2.5915241	30.3
6	4.7	-2.9997616	2.5911217	30.3
6	4.8	-2.999763	2.5907795	30.3
6	4.9	-2.9997654	2.5903752	30.3
6	5.0	-2.9997668	2.5900135	30.3
6	5.1	-2.9997683	2.5896926	30.3
6	5.2	-2.9997697	2.5893443	30.3
6	5.3	-2.9997718	2.5889606	30.3
6	5.4	-2.9997733	2.5886443	30.3
6	5.5	-2.9997754	2.588285	30.3
6	5.6	-2.9997776	2.5879216	30.3
6	5.7	-2.9997807	2.5876036	30.3
6	5.8	-2.9997828	2.5872724	30.3
6	5.9	-2.9997835	2.5869358	30.1
6	6.0	-2.9997842	2.5866234	30.1
6	6.1	-2.9997857	2.586294	30.1
6	6.2	-2.999787	2.5859892	30.1
6	6.3	-2.9997885	2.5856442	30.1
6	6.4	-2.9997885	2.5853052	30.1
6	6.5	-2.9997892	2.5850065	30.3
6	6.6	-2.9997907	2.5847328	30.3
6	6.7	-2.9997916	2.5844204	30.3
6	6.8	-2.9997928	2.584103	30.1
6	6.9	-2.9997935	2.583783	30.1
6	7.0	-2.9997945	2.5834873	30.1
