Step	Time	I	E	T
12	0.0	-2.9978442	2.5660717	29.9
12	0.1	-2.9978442	2.5660717	29.9
12	0.2	-2.9982119	2.5643642	29.9
12	0.3	-2.9987445	2.5633967	29.9
12	0.4	-2.9990299	2.561683	29.9
12	0.5	-2.9991984	2.5604436	29.9
12	0.6	-2.9993112	2.5594137	29.9
12	0.7	-2.9993954	2.558477	29.9
12	0.8	-2.9994571	2.557655	29.9
12	0.9	-2.999503	2.556857	29.9
12	1.0	-2.99954	2.5561373	29.9
12	1.1	-2.999572	2.5554426	29.9
12	1.2	-2.9995975	2.5547762	29.9
12	1.3	-2.99962	2.5541325	29.9
12	1.4	-2.9996395	2.553519	29.9
12	1.5	-2.9996586	2.5529606	29.9
12	1.6	-2.9996746	2.5523624	29.9
12	1.7	-2.9996884	2.551798	29.7
12	1.8	-2.999702	2.5512962	29.7
12	1.9	-2.999715	2.550785	29.7
12	2.0	-2.9997268	2.5502784	29.9
12	2.1	-2.9997385	2.549757	29.9
12	2.2	-2.9997494	2.5493267	29.7
12	2.3	-2.9997587	2.5488033	29.7
12	2.4	-2.999769	2.5483675	29.7
12	2.5	-2.9997783	2.547869	29.7
12	2.6	-2.9997878	2.5474496	29.9
12	2.7	-2.9997945	2.5469854	29.9
12	2.8	-2.9998038	2.546552	29.9
12	2.9	-2.9998147	2.5461378	29.9
12	3.0	-2.9998233	2.5457308	29.9
12	3.1	-2.9998307	2.5453222	29.9
12	3.2	-2.9998386	2.5449088	29.9
12	3.3	-2.9998467	2.5444708	29.9
12	3.4	-2.9998538	2.5441072	29.9
12	3.5	-2.9998612	2.5436795	29.9
12	3.6	-2.9998677	2.5433385	29.9
12	3.7	-2.9998727	2.5429535	29.9
12	3.8	-2.9998794	2.5426	29.9
12	3.9	-2.999885	2.5422244	29.9
12	4.0	-2.9998896	2.5418448	29.9
12	4.1	-2.9998946	2.5414736	29.9
12	4.2	-2.9998996	2.5411484	29.9
12	4.3	-2.9999042	2.540785	29.9
12	4.4	-2.9999077	2.5404794	29.9
12	4.5	-2.9999113	2.5401084	29.9
12	4.6	-2.999915	2.5397701	29.9
12	4.7	-2.9999194	2.5394409	29.9
12	4.8	-2.999923	2.5390818	29.9
12	4.9	-2.9999259	2.5387912	29.9
12	5.0	-2.999928	2.5384648	29.9
12	5.1	-2.9999287	2.5381536	29.9
12	5.2	-2.9999287	2.537818	29.9
12	5.3	-2.9999294	2.537493	29.9
12	5.4	-2.9999294	2.537165	29.9
12	5.5	-2.9999301	2.5368814	29.9
12	5.6	-2.9999318	2.5366042	29.9
12	5.7	-2.9999332	2.5362735	29.9
12	5.8	-2.9999337	2.5360131	29.9
12	5.9	-2.9999347	2.5356886	29.9
12	6.0	-2.9999354	2.5353765	29.9
