Step	Time	I	E	T
24	0.0	-2.9972658	2.4771771	30.3
24	0.1	-2.9972658	2.4771771	30.3
24	0.2	-2.997768	2.4754572	30.3
24	0.3	-2.9984844	2.4745784	30.3
24	0.4	-2.9988577	2.4729526	30.3
24	0.5	-2.9990728	2.4717386	30.3
24	0.6	-2.9992108	2.470742	30.3
24	0.7	-2.9993112	2.4698548	30.3
24	0.8	-2.9993854	2.4690392	30.3
24	0.9	-2.9994426	2.4682472	30.3
24	1.0	-2.9994907	2.467557	30.3
24	1.1	-2.9995284	2.4668982	30.3
24	1.2	-2.9995577	2.466264	30.3
24	1.3	-2.9995844	2.465643	30.5
24	1.4	-2.9996085	2.4650464	30.5
24	1.5	-2.9996302	2.4645185	30.5
24	1.6	-2.9996488	2.4639366	30.5
24	1.7	-2.9996636	2.4634376	30.5
24	1.8	-2.9996767	2.4629211	30.5
24	1.9	-2.9996896	2.462387	30.5
24	2.0	-2.9997013	2.4619374	30.5
24	2.1	-2.9997122	2.4614534	30.5
24	2.2	-2.9997218	2.461001	30.5
24	2.3	-2.9997306	2.4605088	30.5
24	2.4	-2.9997385	2.460074	30.5
24	2.5	-2.9997456	2.4596243	30.5
24	2.6	-2.999753	2.4592206	30.5
24	2.7	-2.9997602	2.4587946	30.5
24	2.8	-2.9997683	2.458392	30.5
24	2.9	-2.9997754	2.4579685	30.5
24	3.0	-2.999782	2.4575956	30.5
24	3.1	-2.9997885	2.457152	30.5
24	3.2	-2.9997966	2.456803	30.5
24	3.3	-2.9998045	2.4564302	30.5
24	3.4	-2.9998097	2.456045	30.5
24	3.5	-2.9998133	2.455658	30.5
24	3.6	-2.9998183	2.4553256	30.5
24	3.7	-2.9998221	2.4549515	30.3
24	3.8	-2.999825	2.454582	30.3
24	3.9	-2.9998279	2.454257	30.3
24	4.0	-2.9998314	2.4538987	30.3
24	4.1	-2.9998357	2.4535503	30.3
24	4.2	-2.9998393	2.4532068	30.3
24	4.3	-2.9998431	2.4528654	30.3
24	4.4	-2.9998467	2.4525592	30.3
24	4.5	-2.9998488	2.4522254	30.3
24	4.6	-2.999851	2.4519022	30.3
24	4.7	-2.9998531	2.4515734	30.3
24	4.8	-2.9998555	2.4512837	30.3
24	4.9	-2.999857	2.4509296	30.3
24	5.0	-2.9998598	2.4506264	30.3
24	5.1	-2.9998634	2.4503267	30.3
24	5.2	-2.9998662	2.4500554	30.3
24	5.3	-2.9998677	2.4497337	30.3
24	5.4	-2.9998715	2.4494243	30.3
24	5.5	-2.9998736	2.4491441	30.5
24	5.6	-2.999875	2.448839	30.5
24	5.7	-2.9998758	2.4485524	30.5
24	5.8	-2.9998772	2.4482877	30.5
24	5.9	-2.9998786	2.4479938	30.5
24	6.0	-2.9998808	2.4477012	30.5
24	6.1	-2.9998832	2.4474487	30.5
