Step	Time	I	E	T
33	0.0	-2.997717	2.4103982	27.0
33	0.1	-2.997717	2.4103982	27.0
33	0.2	-2.9980984	2.4082215	27.0
33	0.3	-2.9986572	2.4070687	27.0
33	0.4	-2.99895	2.4051344	27.0
33	0.5	-2.9991295	2.4037461	27.0
33	0.6	-2.9992516	2.4026122	27.0
33	0.7	-2.9993367	2.401591	27.0
33	0.8	-2.9994	2.400727	27.0
33	0.9	-2.9994493	2.3998964	27.0
33	1.0	-2.9994876	2.3991067	27.0
33	1.1	-2.999524	2.3983915	27.0
33	1.2	-2.9995553	2.397708	27.0
33	1.3	-2.99958	2.3970304	27.0
33	1.4	-2.9996004	2.3963933	27.0
33	1.5	-2.9996178	2.39578	27.0
33	1.6	-2.999633	2.3952153	27.0
33	1.7	-2.999647	2.3946097	27.0
33	1.8	-2.999659	2.3940835	27.0
33	1.9	-2.99967	2.393536	27.0
33	2.0	-2.9996798	2.393017	27.0
33	2.1	-2.9996896	2.3924735	27.0
33	2.2	-2.999699	2.3919795	27.0
33	2.3	-2.999708	2.391487	27.0
33	2.4	-2.9997172	2.3910058	27.0
33	2.5	-2.9997268	2.3905344	27.0
33	2.6	-2.9997356	2.3900757	27.0
33	2.7	-2.9997427	2.3896353	27.0
33	2.8	-2.9997506	2.3891995	27.0
33	2.9	-2.9997587	2.388767	27.0
33	3.0	-2.9997668	2.388336	27.0
33	3.1	-2.999774	2.387909	27.0
33	3.2	-2.9997807	2.387501	27.0
33	3.3	-2.9997878	2.3870778	27.0
33	3.4	-2.9997952	2.386695	27.0
33	3.5	-2.9998002	2.3862941	27.0
33	3.6	-2.9998052	2.3858962	27.0
33	3.7	-2.9998105	2.385524	27.0
33	3.8	-2.9998155	2.3851516	27.0
33	3.9	-2.9998198	2.3847404	27.0
33	4.0	-2.9998233	2.3843825	27.0
33	4.1	-2.9998264	2.3840168	27.0
33	4.2	-2.9998293	2.3836534	27.0
33	4.3	-2.999832	2.3833182	27.0
33	4.4	-2.999835	2.382976	27.0
33	4.5	-2.9998364	2.3825989	27.0
33	4.6	-2.9998386	2.3822308	27.0
33	4.7	-2.9998422	2.3819191	27.0
33	4.8	-2.9998453	2.3815663	27.0
33	4.9	-2.9998481	2.381254	27.0
33	5.0	-2.999851	2.380942	27.0
33	5.1	-2.9998527	2.3806186	27.0
33	5.2	-2.9998546	2.380285	27.0
33	5.3	-2.9998562	2.379966	27.0
33	5.4	-2.9998577	2.3796444	27.0
33	5.5	-2.9998598	2.3793278	27.0
33	5.6	-2.999863	2.3789907	27.0
33	5.7	-2.9998648	2.378693	27.0
33	5.8	-2.9998662	2.3783996	27.0
33	5.9	-2.9998677	2.3781207	27.0
33	6.0	-2.9998684	2.3778172	27.0
33	6.1	-2.999869	2.3775282	27.0
33	6.2	-2.9998698	2.3772156	27.0
33	6.3	-2.9998715	2.376933	27.0
33	6.4	-2.9998727	2.3766363	27.0
33	6.5	-2.9998744	2.3763251	27.0
33	6.6	-2.9998758	2.3760507	27.0
33	6.7	-2.9998765	2.3758085	27.0
33	6.8	-2.9998772	2.3755283	27.0
33	6.9	-2.9998786	2.375228	27.0
33	7.0	-2.99988	2.374953	27.0
33	7.1	-2.9998815	2.3746774	27.0
33	7.2	-2.9998832	2.3744037	27.0
33	7.3	-2.9998837	2.374126	27.0
33	7.4	-2.9998844	2.3738432	27.0
33	7.5	-2.9998844	2.3736188	27.0
33	7.6	-2.999885	2.3733556	27.0
33	7.7	-2.999886	2.373105	27.0
33	7.8	-2.999885	2.3728251	27.0
33	7.9	-2.999885	2.3725984	27.0
33	8.0	-2.999886	2.3723304	27.0
33	8.1	-2.9998882	2.3720732	27.0
33	8.2	-2.999889	2.3718355	27.0
33	8.3	-2.9998903	2.3715627	27.0
33	8.4	-2.999891	2.371291	27.0
33	8.5	-2.9998918	2.3710608	27.0
33	8.6	-2.9998925	2.370792	27.0
33	8.7	-2.999893	2.370574	27.0
33	8.8	-2.999893	2.3703353	27.0
33	8.9	-2.9998925	2.3701084	27.0
33	9.0	-2.9998918	2.3698575	27.0
33	9.1	-2.9998918	2.3696299	27.0
33	9.2	-2.999894	2.3694186	27.0
33	9.3	-2.999893	2.369163	27.0
33	9.4	-2.999893	2.3689148	27.0
33	9.5	-2.9998946	2.3687017	27.0
33	9.6	-2.9998953	2.3684633	27.0
33	9.7	-2.999896	2.3682323	27.0
33	9.8	-2.9998982	2.3680272	27.0
33	9.9	-2.999899	2.367788	27.0
33	10.0	-2.999899	2.3675556	27.0
33	10.1	-2.9998975	2.3673434	27.0
33	10.2	-2.999896	2.3671367	27.0
33	10.3	-2.9998953	2.3669195	27.0
33	10.4	-2.9998946	2.366679	27.0
33	10.5	-2.999894	2.3664536	27.0
33	10.6	-2.9998953	2.3662446	27.0
33	10.7	-2.999896	2.366046	27.0
33	10.8	-2.9998953	2.3658364	27.0
33	10.9	-2.9998953	2.365594	27.2
33	11.0	-2.999896	2.3653994	27.2
