Step	Time	I	E	T
51	0.0	-2.998341	2.3193288	26.5
51	0.1	-2.998341	2.3193288	26.5
51	0.2	-2.998602	2.3171198	26.5
51	0.3	-2.999004	2.3159924	26.5
51	0.4	-2.99923	2.313995	26.5
51	0.5	-2.9993687	2.3125858	26.5
51	0.6	-2.9994638	2.3114624	26.5
51	0.7	-2.9995306	2.3104637	26.5
51	0.8	-2.9995816	2.3095329	26.5
51	0.9	-2.9996214	2.308677	26.5
51	1.0	-2.9996548	2.3078907	26.5
51	1.1	-2.9996831	2.3071556	26.5
51	1.2	-2.9997065	2.3064294	26.5
51	1.3	-2.999726	2.3057415	26.5
51	1.4	-2.999742	2.3051157	26.5
51	1.5	-2.9997566	2.3044677	26.5
51	1.6	-2.999769	2.3038664	26.5
51	1.7	-2.9997807	2.30329	26.5
51	1.8	-2.99979	2.3027203	26.5
51	1.9	-2.9997995	2.3021584	26.5
51	2.0	-2.9998088	2.30162	26.5
51	2.1	-2.9998176	2.301078	26.5
51	2.2	-2.999825	2.3005834	26.5
51	2.3	-2.9998314	2.3000383	26.3
51	2.4	-2.9998372	2.299591	26.3
51	2.5	-2.9998453	2.2990685	26.3
51	2.6	-2.9998527	2.2986112	26.3
51	2.7	-2.999859	2.2981505	26.3
51	2.8	-2.9998662	2.297697	26.3
51	2.9	-2.9998727	2.2972615	26.3
51	3.0	-2.9998772	2.296799	26.3
51	3.1	-2.9998808	2.296361	26.3
51	3.2	-2.999885	2.2959678	26.3
51	3.3	-2.9998903	2.2955084	26.5
51	3.4	-2.9998946	2.2951157	26.5
51	3.5	-2.9998996	2.294719	26.5
51	3.6	-2.9999049	2.2943232	26.5
51	3.7	-2.9999092	2.2939186	26.5
51	3.8	-2.9999127	2.2935498	26.5
51	3.9	-2.9999166	2.2931466	26.5
51	4.0	-2.9999194	2.292757	26.5
51	4.1	-2.999923	2.2923956	26.5
51	4.2	-2.9999259	2.2920425	26.5
51	4.3	-2.999928	2.2916636	26.5
51	4.4	-2.9999301	2.2912645	26.5
51	4.5	-2.9999301	2.2909389	26.5
51	4.6	-2.9999301	2.2905676	26.5
51	4.7	-2.9999318	2.2902255	26.5
51	4.8	-2.9999332	2.2898786	26.5
51	4.9	-2.9999347	2.289542	26.5
51	5.0	-2.999936	2.2892005	26.5
51	5.1	-2.9999368	2.2888687	26.5
51	5.2	-2.9999382	2.2885296	26.5
51	5.3	-2.9999397	2.2882123	26.5
51	5.4	-2.999941	2.2878911	26.5
51	5.5	-2.9999418	2.287552	26.5
51	5.6	-2.9999433	2.2872703	26.5
51	5.7	-2.9999442	2.2869377	26.5
51	5.8	-2.9999454	2.2866366	26.5
51	5.9	-2.9999492	2.2863564	26.5
51	6.0	-2.9999506	2.2860076	26.5
51	6.1	-2.999952	2.285717	26.5
51	6.2	-2.999955	2.2854276	26.5
51	6.3	-2.9999557	2.2850945	26.5
51	6.4	-2.9999564	2.2847953	26.5
51	6.5	-2.9999564	2.284546	26.5
51	6.6	-2.999957	2.2842486	26.5
51	6.7	-2.9999578	2.2839441	26.5
51	6.8	-2.9999585	2.2836502	26.5
51	6.9	-2.9999578	2.283367	26.5
51	7.0	-2.9999578	2.2830758	26.5
51	7.1	-2.9999585	2.2828002	26.5
51	7.2	-2.9999585	2.2825096	26.5
51	7.3	-2.9999585	2.2822542	26.5
51	7.4	-2.9999585	2.2819622	26.5
51	7.5	-2.9999592	2.2816951	26.5
