Step	Time	I	E	T
102	0.0	-2.9984226	2.2407334	27.4
102	0.1	-2.9984226	2.2407334	27.4
102	0.2	-2.998666	2.2384062	27.4
102	0.3	-2.9990475	2.2371552	27.4
102	0.4	-2.9992604	2.2349513	27.4
102	0.5	-2.9993968	2.233452	27.4
102	0.6	-2.9994893	2.2322354	27.4
102	0.7	-2.999556	2.2311978	27.4
102	0.8	-2.9996061	2.2302058	27.4
102	0.9	-2.9996448	2.2293491	27.4
102	1.0	-2.9996781	2.228495	27.4
102	1.1	-2.999708	2.2277093	27.4
102	1.2	-2.9997306	2.226967	27.4
102	1.3	-2.999747	2.22622	27.4
102	1.4	-2.999761	2.2255294	27.4
102	1.5	-2.9997733	2.2248719	27.4
102	1.6	-2.999785	2.224244	27.4
102	1.7	-2.9997952	2.223576	27.4
102	1.8	-2.9998052	2.2229912	27.4
102	1.9	-2.9998155	2.2223797	27.4
102	2.0	-2.999824	2.2217886	27.4
102	2.1	-2.9998307	2.221244	27.4
102	2.2	-2.9998372	2.220658	27.4
102	2.3	-2.9998422	2.2201035	27.4
102	2.4	-2.9998474	2.2195513	27.4
102	2.5	-2.9998538	2.2190142	27.4
102	2.6	-2.9998598	2.2185178	27.4
102	2.7	-2.9998662	2.2180204	27.4
102	2.8	-2.9998722	2.217533	27.4
102	2.9	-2.9998772	2.217042	27.4
102	3.0	-2.9998815	2.2165396	27.4
102	3.1	-2.9998844	2.2160707	27.4
102	3.2	-2.9998875	2.2155926	27.4
102	3.3	-2.999891	2.2151306	27.4
102	3.4	-2.999896	2.2146974	27.4
102	3.5	-2.999902	2.2142053	27.4
102	3.6	-2.9999063	2.2137794	27.4
102	3.7	-2.9999099	2.2133358	27.4
102	3.8	-2.999912	2.2129047	27.4
102	3.9	-2.999915	2.2124918	27.4
102	4.0	-2.999918	2.2120671	27.4
102	4.1	-2.9999208	2.2116578	27.4
102	4.2	-2.9999251	2.211231	27.4
102	4.3	-2.9999287	2.2108393	27.4
102	4.4	-2.9999309	2.2104144	27.4
102	4.5	-2.9999332	2.2100031	27.4
102	4.6	-2.9999347	2.2096393	27.4
102	4.7	-2.9999354	2.2092454	27.4
102	4.8	-2.9999368	2.2088435	27.4
102	4.9	-2.999939	2.2084548	27.4
102	5.0	-2.999941	2.2081285	27.4
102	5.1	-2.9999425	2.2077453	27.4
102	5.2	-2.9999442	2.2073424	27.4
102	5.3	-2.999946	2.2069876	27.4
102	5.4	-2.9999492	2.2066274	27.4
102	5.5	-2.999952	2.2062998	27.4
102	5.6	-2.999955	2.205923	27.4
102	5.7	-2.999957	2.2055542	27.4
102	5.8	-2.9999592	2.205178	27.4
102	5.9	-2.99996	2.2048607	27.4
102	6.0	-2.99996	2.20451	27.4
102	6.1	-2.9999607	2.2041695	27.4
102	6.2	-2.9999607	2.203834	27.4
102	6.3	-2.9999614	2.2035265	27.4
102	6.4	-2.9999614	2.2031627	27.4
102	6.5	-2.9999614	2.202848	27.4
102	6.6	-2.999963	2.202524	27.4
102	6.7	-2.999963	2.2021697	27.4
102	6.8	-2.999963	2.201859	27.4
102	6.9	-2.999966	2.2015328	27.4
102	7.0	-2.9999666	2.2012358	27.4
102	7.1	-2.999966	2.2008865	27.4
102	7.2	-2.9999642	2.2005863	27.4
102	7.3	-2.999963	2.2002878	27.4
102	7.4	-2.9999642	2.2000036	27.4
102	7.5	-2.9999666	2.199667	27.4
102	7.6	-2.9999673	2.1993723	27.4
