Step	Time	I	E	T
48	0.0	-2.997576	2.3330483	26.7
48	0.1	-2.997576	2.3330483	26.7
48	0.2	-2.9980054	2.330594	26.7
48	0.3	-2.9986157	2.3293579	26.7
48	0.4	-2.9989312	2.3273363	26.7
48	0.5	-2.999123	2.3258822	26.7
48	0.6	-2.9992526	2.3247657	26.7
48	0.7	-2.9993424	2.323746	26.7
48	0.8	-2.9994085	2.3228345	26.7
48	0.9	-2.9994617	2.322016	26.7
48	1.0	-2.9995053	2.3211973	26.7
48	1.1	-2.99954	2.3204482	26.7
48	1.2	-2.9995706	2.3197336	26.7
48	1.3	-2.999598	2.3190708	26.7
48	1.4	-2.9996228	2.3184345	26.7
48	1.5	-2.999642	2.3178022	26.7
48	1.6	-2.99966	2.3171973	26.7
48	1.7	-2.9996781	2.3165834	26.7
48	1.8	-2.999694	2.316053	26.7
48	1.9	-2.9997087	2.315508	26.7
48	2.0	-2.999721	2.314925	26.7
48	2.1	-2.9997342	2.3144217	26.7
48	2.2	-2.9997463	2.3139021	26.7
48	2.3	-2.999758	2.3134055	26.7
48	2.4	-2.9997704	2.312891	26.7
48	2.5	-2.999782	2.3124294	26.7
48	2.6	-2.9997935	2.3119774	26.7
48	2.7	-2.9998038	2.311519	26.7
48	2.8	-2.9998133	2.311052	26.7
48	2.9	-2.9998226	2.310605	26.7
48	3.0	-2.9998307	2.3101842	26.6
48	3.1	-2.9998386	2.3097477	26.6
48	3.2	-2.999846	2.309347	26.6
48	3.3	-2.9998538	2.3089163	26.6
48	3.4	-2.9998605	2.3085034	26.6
48	3.5	-2.9998677	2.3081148	26.6
48	3.6	-2.9998727	2.3077219	26.6
48	3.7	-2.99988	2.3073199	26.6
48	3.8	-2.999889	2.306942	26.6
48	3.9	-2.9998953	2.3065827	26.6
48	4.0	-2.9999013	2.3062205	26.6
48	4.1	-2.9999084	2.3058326	26.6
48	4.2	-2.999915	2.3054743	26.6
48	4.3	-2.9999216	2.305102	26.6
48	4.4	-2.9999273	2.304717	26.6
48	4.5	-2.9999337	2.3043804	26.6
48	4.6	-2.9999382	2.3040397	26.6
48	4.7	-2.9999425	2.3036892	26.6
48	4.8	-2.9999454	2.3033283	26.6
48	4.9	-2.9999478	2.3030071	26.6
48	5.0	-2.99995	2.3026712	26.6
48	5.1	-2.999952	2.3023334	26.6
48	5.2	-2.999954	2.3020067	26.6
48	5.3	-2.9999564	2.301692	26.6
48	5.4	-2.9999585	2.3013585	26.6
48	5.5	-2.99996	2.3010592	26.6
48	5.6	-2.9999614	2.3007245	26.6
48	5.7	-2.9999642	2.3004186	26.6
48	5.8	-2.9999666	2.300107	26.6
48	5.9	-2.9999666	2.2998047	26.6
48	6.0	-2.9999666	2.2994943	26.6
48	6.1	-2.9999666	2.2992046	26.6
48	6.2	-2.9999666	2.2989194	26.6
