Step	Time	I	E	T
57	0.0	-2.997764	2.2971246	26.4
57	0.1	-2.997764	2.2971246	26.4
57	0.2	-2.9981327	2.2945538	26.4
57	0.3	-2.998682	2.293322	26.4
57	0.4	-2.9989653	2.2911944	26.4
57	0.5	-2.9991384	2.289777	26.4
57	0.6	-2.9992545	2.2885573	26.4
57	0.7	-2.9993382	2.2875733	26.4
57	0.8	-2.9994028	2.2866204	26.4
57	0.9	-2.9994543	2.2857544	26.4
57	1.0	-2.9994943	2.2849648	26.4
57	1.1	-2.9995277	2.2841947	26.4
57	1.2	-2.9995553	2.28347	26.4
57	1.3	-2.999577	2.2828088	26.3
57	1.4	-2.9995975	2.2821603	26.3
57	1.5	-2.9996164	2.281504	26.3
57	1.6	-2.999633	2.2808917	26.3
57	1.7	-2.9996483	2.2802997	26.3
57	1.8	-2.9996614	2.279737	26.3
57	1.9	-2.9996724	2.279172	26.3
57	2.0	-2.9996831	2.2786107	26.3
57	2.1	-2.9996927	2.2780645	26.3
57	2.2	-2.9997005	2.277534	26.3
57	2.3	-2.9997094	2.2770267	26.3
57	2.4	-2.999719	2.2765052	26.3
57	2.5	-2.9997275	2.2760537	26.3
57	2.6	-2.9997356	2.2755558	26.3
57	2.7	-2.9997427	2.2750673	26.3
57	2.8	-2.9997494	2.2745967	26.3
57	2.9	-2.9997551	2.274185	26.3
57	3.0	-2.9997616	2.2737393	26.3
57	3.1	-2.9997683	2.2732713	26.3
57	3.2	-2.999774	2.272845	26.3
57	3.3	-2.99978	2.2724266	26.3
57	3.4	-2.9997864	2.2720356	26.3
57	3.5	-2.9997916	2.2715852	26.3
57	3.6	-2.999796	2.2711928	26.3
57	3.7	-2.999801	2.2707717	26.3
57	3.8	-2.9998052	2.270413	26.3
57	3.9	-2.9998088	2.2699907	26.3
57	4.0	-2.9998126	2.2696214	26.3
57	4.1	-2.9998147	2.2692423	26.3
57	4.2	-2.9998183	2.2688632	26.3
57	4.3	-2.9998212	2.2685077	26.3
57	4.4	-2.9998233	2.268121	26.3
57	4.5	-2.9998279	2.2677758	26.3
57	4.6	-2.9998329	2.2674193	26.3
57	4.7	-2.9998357	2.2670686	26.3
57	4.8	-2.9998372	2.2666845	26.3
57	4.9	-2.9998393	2.2663536	26.3
57	5.0	-2.9998417	2.2660222	26.3
57	5.1	-2.9998438	2.2657	26.3
57	5.2	-2.9998467	2.2653599	26.3
57	5.3	-2.9998488	2.2650437	26.3
57	5.4	-2.9998517	2.2646863	26.3
57	5.5	-2.9998546	2.2643845	26.3
57	5.6	-2.999857	2.264055	26.3
57	5.7	-2.9998577	2.2637491	26.3
57	5.8	-2.999859	2.2634335	26.3
57	5.9	-2.9998598	2.263109	26.3
57	6.0	-2.9998612	2.2627907	26.3
57	6.1	-2.999863	2.2624726	26.3
57	6.2	-2.9998634	2.2621942	26.3
57	6.3	-2.9998634	2.2618794	26.3
57	6.4	-2.999864	2.261576	26.3
57	6.5	-2.9998655	2.2612998	26.3
57	6.6	-2.999867	2.2609994	26.3
57	6.7	-2.9998677	2.2607048	26.3
57	6.8	-2.9998708	2.2604122	26.3
57	6.9	-2.9998736	2.2601318	26.3
57	7.0	-2.9998772	2.25984	26.3
57	7.1	-2.999878	2.2595427	26.3
57	7.2	-2.999878	2.259298	26.3
57	7.3	-2.9998794	2.2589788	26.3
57	7.4	-2.99988	2.2587078	26.3
57	7.5	-2.99988	2.2584522	26.3
57	7.6	-2.9998794	2.2581553	26.3
57	7.7	-2.9998794	2.2579072	26.3
57	7.8	-2.9998794	2.257581	26.3
57	7.9	-2.9998786	2.2573726	26.3
57	8.0	-2.999878	2.2571087	26.3
57	8.1	-2.9998786	2.2568536	26.3
57	8.2	-2.9998786	2.256581	26.3
57	8.3	-2.9998794	2.256325	26.3
57	8.4	-2.999878	2.2560537	26.3
57	8.5	-2.999878	2.2558331	26.3
57	8.6	-2.9998786	2.2555764	26.3
57	8.7	-2.9998786	2.2553043	26.3
57	8.8	-2.999878	2.2550516	26.3
57	8.9	-2.9998772	2.2547936	26.3
57	9.0	-2.9998772	2.2545624	26.3
57	9.1	-2.9998765	2.2542984	26.3
57	9.2	-2.9998772	2.2540743	26.3
57	9.3	-2.9998786	2.2538128	26.3
57	9.4	-2.9998786	2.2535777	26.3
57	9.5	-2.9998786	2.2533433	26.3
57	9.6	-2.99988	2.253106	26.3
57	9.7	-2.9998815	2.2528572	26.3
57	9.8	-2.9998815	2.2526176	26.3
57	9.9	-2.9998808	2.2524052	26.3
57	10.0	-2.9998808	2.2521615	26.3
57	10.1	-2.9998808	2.2519624	26.3
57	10.2	-2.9998815	2.2517164	26.3
57	10.3	-2.9998822	2.2514882	26.3
57	10.4	-2.9998832	2.2512643	26.3
57	10.5	-2.9998837	2.2510278	26.3
57	10.6	-2.9998844	2.2508204	26.3
57	10.7	-2.9998844	2.2505498	26.3
57	10.8	-2.999885	2.2503347	26.3
57	10.9	-2.9998844	2.2501512	26.3
57	11.0	-2.9998837	2.2499435	26.3
57	11.1	-2.9998844	2.2496796	26.1
57	11.2	-2.999885	2.2494915	26.1
57	11.3	-2.999885	2.2492607	26.1
57	11.4	-2.999886	2.2490764	26.1
57	11.5	-2.999886	2.2488112	26.3
57	11.6	-2.999885	2.2486315	26.3
57	11.7	-2.9998844	2.2484353	26.3
57	11.8	-2.999885	2.2481925	26.3
57	11.9	-2.999885	2.2479963	26.3
57	12.0	-2.999885	2.2477727	26.3
57	12.1	-2.999885	2.2475708	26.3
57	12.2	-2.999885	2.2473738	26.3
57	12.3	-2.9998844	2.2471526	26.3
57	12.4	-2.9998832	2.2469475	26.3
57	12.5	-2.9998815	2.246753	26.3
57	12.6	-2.99988	2.2465467	26.3
