Step	Time	I	E	T
45	0.0	-2.9972644	2.346534	26.6
45	0.1	-2.9972644	2.346534	26.6
45	0.2	-2.9977853	2.3439195	26.6
45	0.3	-2.9985142	2.3427227	26.5
45	0.4	-2.9988925	2.3406081	26.5
45	0.5	-2.9991193	2.339214	26.5
45	0.6	-2.9992661	2.3380291	26.5
45	0.7	-2.999368	2.337038	26.5
45	0.8	-2.9994442	2.3361008	26.5
45	0.9	-2.9995022	2.3352554	26.5
45	1.0	-2.9995487	2.3344893	26.5
45	1.1	-2.9995866	2.3337572	26.5
45	1.2	-2.9996214	2.3330338	26.5
45	1.3	-2.9996512	2.3323393	26.5
45	1.4	-2.9996753	2.3317034	26.5
45	1.5	-2.9996955	2.331058	26.6
45	1.6	-2.9997122	2.3304405	26.6
45	1.7	-2.999729	2.3298843	26.6
45	1.8	-2.9997442	2.3293223	26.6
45	1.9	-2.9997587	2.3287725	26.6
45	2.0	-2.9997718	2.3282533	26.6
45	2.1	-2.999785	2.327685	26.6
45	2.2	-2.9997966	2.3272288	26.6
45	2.3	-2.9998074	2.3266873	26.6
45	2.4	-2.9998176	2.3261657	26.6
45	2.5	-2.9998286	2.3257034	26.6
45	2.6	-2.9998364	2.325222	26.6
45	2.7	-2.9998438	2.3247879	26.6
45	2.8	-2.999851	2.3243055	26.6
45	2.9	-2.9998584	2.3238742	26.6
45	3.0	-2.9998662	2.3234384	26.6
45	3.1	-2.999875	2.3230228	26.6
45	3.2	-2.9998815	2.3226085	26.6
45	3.3	-2.9998875	2.322167	26.6
45	3.4	-2.999893	2.321772	26.8
45	3.5	-2.999899	2.321359	26.8
45	3.6	-2.9999049	2.3209872	26.8
45	3.7	-2.9999106	2.3205638	26.8
45	3.8	-2.999915	2.3202019	26.8
45	3.9	-2.9999201	2.3198204	26.8
45	4.0	-2.9999251	2.319442	26.8
45	4.1	-2.9999287	2.3190598	26.6
45	4.2	-2.9999325	2.3186953	26.6
45	4.3	-2.9999368	2.3183477	26.6
45	4.4	-2.9999404	2.317973	26.6
45	4.5	-2.9999447	2.3176377	26.6
45	4.6	-2.9999478	2.3172913	26.6
45	4.7	-2.99995	2.3168957	26.6
45	4.8	-2.9999506	2.3165941	26.6
45	4.9	-2.9999528	2.3162587	26.8
45	5.0	-2.999954	2.3159204	26.8
45	5.1	-2.999957	2.3155751	26.6
45	5.2	-2.9999592	2.3152657	26.6
45	5.3	-2.9999607	2.314918	26.8
45	5.4	-2.9999623	2.314607	26.8
45	5.5	-2.9999642	2.3142836	26.8
45	5.6	-2.9999652	2.313957	26.8
45	5.7	-2.999966	2.313664	26.8
45	5.8	-2.9999666	2.3133972	26.8
45	5.9	-2.9999673	2.3130484	26.8
45	6.0	-2.999968	2.3127403	26.8
45	6.1	-2.999968	2.312427	26.8
45	6.2	-2.9999673	2.3121672	26.8
45	6.3	-2.999968	2.3118725	26.8
45	6.4	-2.9999688	2.3115582	26.8
45	6.5	-2.999968	2.3112354	26.6
45	6.6	-2.9999673	2.310986	26.6
45	6.7	-2.9999666	2.3107123	26.6
45	6.8	-2.9999666	2.3104277	26.6
45	6.9	-2.999966	2.310105	26.6
45	7.0	-2.9999652	2.3098192	26.6
45	7.1	-2.9999642	2.309568	26.6
45	7.2	-2.999963	2.3093045	26.6
45	7.3	-2.9999614	2.309037	26.6
45	7.4	-2.9999607	2.3087516	26.6
45	7.5	-2.99996	2.3084755	26.6
45	7.6	-2.9999585	2.308212	26.6
45	7.7	-2.9999578	2.3079762	26.8
45	7.8	-2.9999585	2.3077059	26.8
45	7.9	-2.9999578	2.3074176	26.8
45	8.0	-2.999957	2.307158	26.8
45	8.1	-2.9999578	2.3069122	26.8
45	8.2	-2.9999585	2.306635	26.8
45	8.3	-2.999957	2.3063993	26.8
45	8.4	-2.9999557	2.3061383	26.8
45	8.5	-2.999954	2.3059003	26.8
45	8.6	-2.999954	2.3056467	26.8
45	8.7	-2.999952	2.3053694	26.8
45	8.8	-2.9999514	2.305169	26.8
45	8.9	-2.9999514	2.3048983	26.6
45	9.0	-2.9999514	2.3046627	26.6
45	9.1	-2.99995	2.304419	26.6
45	9.2	-2.9999492	2.304197	26.6
45	9.3	-2.9999492	2.3039784	26.6
45	9.4	-2.9999485	2.30372	26.6
45	9.5	-2.9999492	2.303479	26.6
45	9.6	-2.9999485	2.3032742	26.6
45	9.7	-2.9999485	2.303024	26.6
45	9.8	-2.9999478	2.302814	26.6
45	9.9	-2.999947	2.3025677	26.6
45	10.0	-2.999946	2.3023474	26.6
45	10.1	-2.9999442	2.3020964	26.6
45	10.2	-2.9999418	2.3018775	26.6
45	10.3	-2.9999397	2.3016574	26.6
45	10.4	-2.9999382	2.3014371	26.6
45	10.5	-2.9999368	2.301242	26.6
45	10.6	-2.9999354	2.301001	26.6
45	10.7	-2.9999332	2.3007536	26.6
45	10.8	-2.9999309	2.3005826	26.6
45	10.9	-2.9999294	2.3003316	26.6
45	11.0	-2.999928	2.3001268	26.6
45	11.1	-2.9999273	2.2999277	26.6
45	11.2	-2.9999273	2.299684	26.6
45	11.3	-2.999928	2.299485	26.6
45	11.4	-2.9999273	2.2992973	26.6
