Step	Time	I	E	T
75	0.0	-2.9985816	2.2640603	27.9
75	0.1	-2.9985816	2.2640603	27.9
75	0.2	-2.998714	2.2608173	27.9
75	0.3	-2.9990525	2.260205	27.9
75	0.4	-2.9992573	2.2583346	27.9
75	0.5	-2.999386	2.2569783	28.1
75	0.6	-2.9994702	2.2558715	28.1
75	0.7	-2.9995284	2.25489	28.1
75	0.8	-2.9995742	2.2540174	28.1
75	0.9	-2.9996104	2.2532048	27.9
75	1.0	-2.999639	2.2524292	27.9
75	1.1	-2.9996622	2.2516737	27.9
75	1.2	-2.9996803	2.2509859	27.9
75	1.3	-2.999697	2.250356	27.9
75	1.4	-2.999713	2.249715	27.9
75	1.5	-2.999726	2.2490704	27.9
75	1.6	-2.9997377	2.2484746	27.9
75	1.7	-2.999747	2.2479177	27.9
75	1.8	-2.9997544	2.2473495	27.9
75	1.9	-2.999761	2.2467914	27.9
75	2.0	-2.999769	2.2462604	27.9
75	2.1	-2.9997768	2.2457502	28.1
75	2.2	-2.9997842	2.2452254	28.1
75	2.3	-2.9997907	2.2447314	28.1
75	2.4	-2.999798	2.2442439	28.1
75	2.5	-2.9998052	2.2438061	28.1
75	2.6	-2.9998133	2.2432823	28.1
75	2.7	-2.9998205	2.2428114	28.1
75	2.8	-2.9998279	2.2423844	28.1
75	2.9	-2.9998343	2.2419589	28.1
75	3.0	-2.9998403	2.2415142	28.1
75	3.1	-2.9998453	2.241091	27.9
75	3.2	-2.9998503	2.2406394	27.9
75	3.3	-2.9998546	2.2402372	27.9
75	3.4	-2.9998598	2.2398486	27.9
75	3.5	-2.9998648	2.2394207	27.9
75	3.6	-2.9998698	2.2390075	27.9
75	3.7	-2.9998736	2.2386262	27.9
75	3.8	-2.9998758	2.2382343	27.9
75	3.9	-2.9998786	2.237852	27.9
75	4.0	-2.9998822	2.237483	27.9
75	4.1	-2.9998844	2.2370875	28.0
75	4.2	-2.9998882	2.2367532	28.0
75	4.3	-2.9998918	2.236379	28.0
75	4.4	-2.9998953	2.2360065	28.0
75	4.5	-2.9998975	2.2356615	28.0
75	4.6	-2.9998996	2.2352765	28.0
75	4.7	-2.9999027	2.234939	28.0
75	4.8	-2.9999056	2.234592	28.0
75	4.9	-2.9999084	2.2342577	28.0
75	5.0	-2.9999113	2.2339008	28.0
75	5.1	-2.9999137	2.2335966	28.0
75	5.2	-2.999915	2.2332776	28.0
75	5.3	-2.9999156	2.2329142	28.0
75	5.4	-2.9999166	2.2325945	28.0
75	5.5	-2.999918	2.2322578	28.0
75	5.6	-2.9999201	2.2319684	28.0
75	5.7	-2.9999208	2.231658	28.0
75	5.8	-2.9999223	2.2313497	28.0
75	5.9	-2.999923	2.2310195	28.0
75	6.0	-2.999924	2.230735	28.0
75	6.1	-2.9999244	2.2304487	28.0
75	6.2	-2.999924	2.2301283	28.0
75	6.3	-2.999924	2.2298443	28.0
75	6.4	-2.9999244	2.2295187	28.0
75	6.5	-2.9999251	2.2292387	28.0
75	6.6	-2.9999251	2.2289743	28.0
75	6.7	-2.9999259	2.2286916	28.0
75	6.8	-2.9999266	2.228407	28.0
75	6.9	-2.9999266	2.2281058	28.0
75	7.0	-2.9999266	2.2278268	28.0
75	7.1	-2.9999266	2.2275624	28.0
75	7.2	-2.9999259	2.227248	28.0
75	7.3	-2.9999259	2.2269719	28.0
75	7.4	-2.9999244	2.2267115	28.0
75	7.5	-2.9999244	2.2264419	28.0
75	7.6	-2.9999244	2.2261724	28.0
75	7.7	-2.9999259	2.2259183	28.0
75	7.8	-2.9999266	2.2256238	28.0
