Step	Time	I	E	T
69	0.0	-2.9975855	2.2689571	27.3
69	0.1	-2.9975855	2.2689571	27.3
69	0.2	-2.9980128	2.2664702	27.3
69	0.3	-2.9986253	2.265257	27.3
69	0.4	-2.9989457	2.2631938	27.3
69	0.5	-2.999133	2.261808	27.3
69	0.6	-2.999256	2.2606676	27.3
69	0.7	-2.9993432	2.2596552	27.3
69	0.8	-2.999413	2.2587368	27.3
69	0.9	-2.9994667	2.2579253	27.3
69	1.0	-2.9995081	2.2571201	27.3
69	1.1	-2.9995408	2.2564044	27.3
69	1.2	-2.9995713	2.2557	27.3
69	1.3	-2.9995968	2.2550087	27.3
69	1.4	-2.999617	2.2543402	27.3
69	1.5	-2.9996338	2.2537503	27.1
69	1.6	-2.9996488	2.2531285	27.1
69	1.7	-2.9996622	2.2525728	27.1
69	1.8	-2.9996731	2.252001	27.3
69	1.9	-2.9996831	2.251413	27.3
69	2.0	-2.9996934	2.25087	27.1
69	2.1	-2.9997036	2.250369	27.1
69	2.2	-2.999713	2.2498577	27.1
69	2.3	-2.9997225	2.249322	27.1
69	2.4	-2.9997306	2.248836	27.3
69	2.5	-2.9997385	2.2483475	27.3
69	2.6	-2.999745	2.2478855	27.3
69	2.7	-2.9997506	2.2473989	27.3
69	2.8	-2.9997573	2.246939	27.3
69	2.9	-2.999764	2.2465036	27.3
69	3.0	-2.9997697	2.2460628	27.3
69	3.1	-2.9997747	2.2456129	27.3
69	3.2	-2.9997807	2.245188	27.3
69	3.3	-2.9997864	2.2447782	27.3
69	3.4	-2.9997916	2.244379	27.3
69	3.5	-2.9997973	2.2439532	27.3
69	3.6	-2.9998019	2.2435536	27.3
69	3.7	-2.9998052	2.24312	27.3
69	3.8	-2.999808	2.2427635	27.3
69	3.9	-2.9998105	2.242357	27.3
69	4.0	-2.9998133	2.2419767	27.3
69	4.1	-2.9998155	2.2415955	27.3
69	4.2	-2.999819	2.2412558	27.3
69	4.3	-2.9998212	2.240844	27.3
69	4.4	-2.9998233	2.2405207	27.3
69	4.5	-2.999825	2.240147	27.3
69	4.6	-2.9998264	2.239823	27.3
69	4.7	-2.9998286	2.2394626	27.3
69	4.8	-2.99983	2.2391207	27.3
69	4.9	-2.9998307	2.2387369	27.3
69	5.0	-2.9998314	2.2384427	27.3
69	5.1	-2.9998329	2.238108	27.3
69	5.2	-2.9998357	2.237754	27.3
69	5.3	-2.9998379	2.2374089	27.3
69	5.4	-2.9998386	2.2371032	27.3
69	5.5	-2.9998393	2.2367773	27.3
69	5.6	-2.9998417	2.2364948	27.3
69	5.7	-2.9998446	2.2361736	27.3
69	5.8	-2.9998474	2.2358377	27.3
69	5.9	-2.9998488	2.235522	27.3
69	6.0	-2.9998488	2.2352111	27.3
69	6.1	-2.9998488	2.2348895	27.3
69	6.2	-2.999851	2.2346122	27.3
69	6.3	-2.9998527	2.2343009	27.3
69	6.4	-2.9998546	2.2340171	27.3
69	6.5	-2.9998584	2.2337458	27.3
69	6.6	-2.9998605	2.2334342	27.3
69	6.7	-2.999863	2.2331505	27.3
69	6.8	-2.999864	2.232849	27.1
69	6.9	-2.9998655	2.2325642	27.1
69	7.0	-2.9998662	2.2322967	27.1
69	7.1	-2.999867	2.2319975	27.1
69	7.2	-2.9998677	2.2317364	27.1
69	7.3	-2.9998684	2.2314355	27.1
69	7.4	-2.9998698	2.2311752	27.1
69	7.5	-2.999869	2.2309077	27.3
69	7.6	-2.9998698	2.2306514	27.3
69	7.7	-2.9998708	2.2303686	27.3
69	7.8	-2.9998722	2.2300792	27.3
69	7.9	-2.9998736	2.2298431	27.3
69	8.0	-2.999875	2.229575	27.3
69	8.1	-2.9998758	2.2293193	27.3
69	8.2	-2.9998758	2.2290475	27.1
69	8.3	-2.9998758	2.2287993	27.1
69	8.4	-2.9998772	2.228541	27.1
69	8.5	-2.99988	2.228273	27.1
69	8.6	-2.9998815	2.2280235	27.1
69	8.7	-2.9998832	2.2277832	27.1
69	8.8	-2.9998837	2.2275712	27.1
69	8.9	-2.9998844	2.2273138	27.1
69	9.0	-2.999885	2.2270513	27.1
69	9.1	-2.999886	2.226807	27.1
69	9.2	-2.999886	2.2265577	27.1
69	9.3	-2.999886	2.2263408	27.1
69	9.4	-2.9998868	2.226086	27.1
69	9.5	-2.9998868	2.2258432	27.1
69	9.6	-2.9998875	2.2256248	27.3
69	9.7	-2.9998875	2.2253854	27.3
69	9.8	-2.9998882	2.225148	27.3
69	9.9	-2.9998882	2.224919	27.1
69	10.0	-2.9998882	2.2247076	27.1
69	10.1	-2.9998882	2.2244573	27.1
69	10.2	-2.9998875	2.2242072	27.3
69	10.3	-2.9998875	2.2240078	27.3
69	10.4	-2.9998875	2.2237687	27.3
69	10.5	-2.9998868	2.223547	27.3
69	10.6	-2.9998875	2.223315	27.3
69	10.7	-2.999889	2.223113	27.3
69	10.8	-2.999889	2.222881	27.3
69	10.9	-2.9998896	2.222665	27.3
69	11.0	-2.999891	2.2224479	27.3
69	11.1	-2.9998903	2.222246	27.3
69	11.2	-2.9998896	2.2220285	27.3
69	11.3	-2.999891	2.2218256	27.3
69	11.4	-2.9998903	2.221618	27.3
69	11.5	-2.9998903	2.2213879	27.3
69	11.6	-2.999891	2.2211852	27.3
69	11.7	-2.9998925	2.2209694	27.3
69	11.8	-2.999893	2.2207646	27.3
69	11.9	-2.9998925	2.2205417	27.3
69	12.0	-2.999894	2.220352	27.3
69	12.1	-2.999894	2.2201712	27.3
69	12.2	-2.999893	2.2199214	27.3
69	12.3	-2.999893	2.2197542	27.3
69	12.4	-2.999893	2.2195623	27.3
69	12.5	-2.999894	2.2193453	27.3
69	12.6	-2.9998946	2.2191415	27.3
69	12.7	-2.9998946	2.2189424	27.3
69	12.8	-2.999894	2.218731	27.3
69	12.9	-2.999893	2.2185194	27.3
69	13.0	-2.9998925	2.2183354	27.3
69	13.1	-2.999893	2.2181509	27.3
69	13.2	-2.9998953	2.2179644	27.3
69	13.3	-2.999896	2.2177782	27.3
69	13.4	-2.9998968	2.2175987	27.3
69	13.5	-2.9998982	2.217398	27.3
69	13.6	-2.9998982	2.2171922	27.3
69	13.7	-2.999899	2.2170167	27.3
69	13.8	-2.9999013	2.2168458	27.3
69	13.9	-2.999902	2.2166364	27.1
69	14.0	-2.9999013	2.2164493	27.1
69	14.1	-2.999902	2.216249	27.3
69	14.2	-2.9999042	2.2160642	27.3
69	14.3	-2.9999049	2.2158988	27.3
69	14.4	-2.9999049	2.21571	27.3
69	14.5	-2.9999049	2.2155144	27.3
69	14.6	-2.9999056	2.2153554	27.2
69	14.7	-2.9999063	2.2151814	27.2
69	14.8	-2.999907	2.2149875	27.2
69	14.9	-2.9999084	2.2147927	27.2
69	15.0	-2.9999099	2.2146273	27.2
69	15.1	-2.999912	2.2144504	27.2
69	15.2	-2.9999127	2.214278	27.2
69	15.3	-2.9999142	2.2141132	27.2
69	15.4	-2.999915	2.2139182	27.2
69	15.5	-2.9999156	2.2137578	27.2
69	15.6	-2.9999173	2.2135737	27.2
69	15.7	-2.9999166	2.2134128	27.2
69	15.8	-2.999918	2.2132394	27.2
69	15.9	-2.9999194	2.213073	27.2
69	16.0	-2.9999208	2.2128878	27.2
69	16.1	-2.9999223	2.2126982	27.2
69	16.2	-2.9999244	2.2125354	27.2
69	16.3	-2.9999251	2.212377	27.3
69	16.4	-2.9999244	2.2121809	27.3
69	16.5	-2.9999244	2.2120454	27.3
69	16.6	-2.999924	2.2118878	27.3
69	16.7	-2.999924	2.211702	27.3
69	16.8	-2.9999244	2.2115285	27.3
69	16.9	-2.999924	2.2113729	27.3
69	17.0	-2.9999244	2.2112043	27.3
69	17.1	-2.9999266	2.2110493	27.3
69	17.2	-2.999928	2.2109182	27.3
69	17.3	-2.9999301	2.2107182	27.3
69	17.4	-2.9999325	2.2105856	27.3
69	17.5	-2.9999337	2.2104137	27.3
69	17.6	-2.999936	2.2102714	27.3
69	17.7	-2.999936	2.210081	27.3
69	17.8	-2.9999375	2.209931	27.3
69	17.9	-2.999939	2.209762	27.3
69	18.0	-2.9999397	2.2096071	27.3
69	18.1	-2.999939	2.209427	27.3
69	18.2	-2.9999368	2.2092886	27.3
69	18.3	-2.999936	2.209138	27.3
69	18.4	-2.9999347	2.208959	27.3
69	18.5	-2.9999337	2.2088182	27.3
69	18.6	-2.9999337	2.2086613	27.3
69	18.7	-2.9999337	2.2085025	27.3
69	18.8	-2.9999332	2.2083428	27.3
69	18.9	-2.9999332	2.2082248	27.3
69	19.0	-2.9999332	2.2080631	27.3
69	19.1	-2.9999332	2.2079093	27.3
69	19.2	-2.9999325	2.2077324	27.3
69	19.3	-2.9999325	2.2076259	27.3
69	19.4	-2.9999332	2.2074668	27.3
69	19.5	-2.9999332	2.2072976	27.3
69	19.6	-2.9999337	2.2071414	27.3
69	19.7	-2.9999347	2.2070143	27.3
69	19.8	-2.9999347	2.2068393	27.3
69	19.9	-2.9999354	2.2067103	27.3
69	20.0	-2.999936	2.2065518	27.3
69	20.1	-2.9999368	2.206413	27.3
69	20.2	-2.999936	2.206255	27.3
69	20.3	-2.9999347	2.206118	27.3
69	20.4	-2.9999337	2.2059946	27.3
69	20.5	-2.9999347	2.2058222	27.3
69	20.6	-2.999936	2.2056963	27.3
69	20.7	-2.9999382	2.205538	27.3
69	20.8	-2.999939	2.2054381	27.3
69	20.9	-2.999939	2.2052934	27.3
69	21.0	-2.9999397	2.205118	27.3
69	21.1	-2.9999397	2.2049944	27.3
69	21.2	-2.9999404	2.2048345	27.3
69	21.3	-2.9999418	2.2047007	27.3
69	21.4	-2.9999442	2.2045486	27.3
69	21.5	-2.999946	2.204424	27.3
69	21.6	-2.9999485	2.2042913	27.3
69	21.7	-2.9999506	2.2041776	27.3
69	21.8	-2.9999514	2.2040133	27.3
69	21.9	-2.9999514	2.2038438	27.3
69	22.0	-2.9999528	2.2037494	27.3
69	22.1	-2.999955	2.203587	27.3
69	22.2	-2.999957	2.2034569	27.3
69	22.3	-2.99996	2.203347	27.3
69	22.4	-2.9999592	2.2031927	27.3
69	22.5	-2.9999585	2.2030451	27.3
69	22.6	-2.9999578	2.2029216	27.3
69	22.7	-2.9999585	2.202789	27.3
69	22.8	-2.99996	2.2026668	27.3
69	22.9	-2.9999614	2.2025359	27.3
69	23.0	-2.999963	2.2023814	27.3
69	23.1	-2.9999638	2.2022648	27.3
69	23.2	-2.9999638	2.2021272	27.3
69	23.3	-2.9999642	2.2020104	27.3
69	23.4	-2.9999652	2.20187	27.3
69	23.5	-2.9999652	2.2017379	27.3
69	23.6	-2.9999666	2.2016296	27.3
69	23.7	-2.999968	2.2014666	27.3
69	23.8	-2.9999695	2.2013462	27.3
69	23.9	-2.9999702	2.2012038	27.3
69	24.0	-2.9999716	2.201096	27.3
69	24.1	-2.999973	2.200961	27.3
69	24.2	-2.9999738	2.2008352	27.3
69	24.3	-2.9999738	2.2007174	27.3
69	24.4	-2.9999747	2.200591	27.3
69	24.5	-2.999976	2.200436	27.3
69	24.6	-2.999979	2.2003064	27.3
69	24.7	-2.9999804	2.2002375	27.3
69	24.8	-2.9999812	2.2000794	27.3
69	24.9	-2.9999819	2.1999497	27.3
69	25.0	-2.9999819	2.199823	27.3
69	25.1	-2.9999826	2.1996992	27.3
69	25.2	-2.9999826	2.1995718	27.3
69	25.3	-2.9999812	2.1994498	27.3
69	25.4	-2.9999812	2.199346	27.3
69	25.5	-2.9999826	2.1992323	27.3
69	25.6	-2.9999833	2.1990895	27.3
69	25.7	-2.9999833	2.1989534	27.3
69	25.8	-2.999984	2.198863	27.3
69	25.9	-2.9999855	2.1987698	27.3
69	26.0	-2.9999855	2.1986032	27.3
69	26.1	-2.9999855	2.198469	27.3
69	26.2	-2.999984	2.1983688	27.3
69	26.3	-2.9999833	2.1982276	27.3
69	26.4	-2.9999826	2.1981158	27.3
69	26.5	-2.9999833	2.1979728	27.3
69	26.6	-2.9999833	2.1978831	27.3
69	26.7	-2.9999819	2.1977477	27.3
69	26.8	-2.9999804	2.197635	27.3
69	26.9	-2.9999819	2.1975307	27.3
