Step	Time	I	E	T
42	0.0	-2.9984822	2.3613956	26.5
42	0.1	-2.9984822	2.3613956	26.5
42	0.2	-2.9986544	2.3571749	26.5
42	0.3	-2.9990728	2.356502	26.5
42	0.4	-2.9993105	2.3544123	26.5
42	0.5	-2.9994493	2.352976	26.5
42	0.6	-2.9995415	2.3518128	26.5
42	0.7	-2.999609	2.3507733	26.5
42	0.8	-2.999665	2.3498652	26.5
42	0.9	-2.9997094	2.3489876	26.5
42	1.0	-2.999742	2.3482375	26.5
42	1.1	-2.9997675	2.3475273	26.5
42	1.2	-2.9997892	2.34679	26.5
42	1.3	-2.999806	2.346108	26.5
42	1.4	-2.9998205	2.3454647	26.5
42	1.5	-2.9998314	2.3448138	26.5
42	1.6	-2.999841	2.3442059	26.5
42	1.7	-2.9998488	2.3436072	26.5
42	1.8	-2.9998577	2.3430674	26.5
42	1.9	-2.9998648	2.3425305	26.5
42	2.0	-2.9998727	2.3419456	26.5
42	2.1	-2.99988	2.3414454	26.5
42	2.2	-2.9998875	2.3409307	26.5
42	2.3	-2.999894	2.3403997	26.5
42	2.4	-2.9999003	2.3399293	26.5
42	2.5	-2.9999077	2.3394763	26.5
42	2.6	-2.9999142	2.3390372	26.5
42	2.7	-2.9999187	2.3385165	26.5
42	2.8	-2.9999244	2.3380642	26.5
42	2.9	-2.9999294	2.337621	26.5
42	3.0	-2.9999347	2.3371954	26.5
42	3.1	-2.9999375	2.336777	26.5
42	3.2	-2.9999404	2.336358	26.5
42	3.3	-2.9999442	2.3359401	26.5
42	3.4	-2.9999478	2.335501	26.5
42	3.5	-2.9999506	2.3350646	26.5
42	3.6	-2.9999528	2.3346808	26.5
42	3.7	-2.9999557	2.3342774	26.5
42	3.8	-2.9999592	2.3339088	26.5
42	3.9	-2.9999614	2.3335218	26.5
42	4.0	-2.9999642	2.3331492	26.5
42	4.1	-2.9999673	2.3327618	26.5
42	4.2	-2.9999702	2.3324077	26.5
42	4.3	-2.9999738	2.3320649	26.5
42	4.4	-2.9999766	2.331695	26.5
42	4.5	-2.9999804	2.3313503	26.5
42	4.6	-2.999984	2.330975	26.5
42	4.7	-2.9999855	2.3306408	26.5
42	4.8	-2.9999876	2.3303018	26.5
42	4.9	-2.9999897	2.3299274	26.5
42	5.0	-2.999992	2.3295977	26.5
42	5.1	-2.9999936	2.3292954	26.5
42	5.2	-2.9999948	2.3289816	26.5
42	5.3	-2.9999957	2.3286486	26.5
42	5.4	-2.9999964	2.3283308	26.5
42	5.5	-2.9999971	2.3279886	26.5
42	5.6	-2.9999993	2.3276641	26.5
42	5.7	-3.0000014	2.3273413	26.5
42	5.8	-3.0000036	2.3270404	26.5
42	5.9	-3.0000057	2.326754	26.5
42	6.0	-3.0000072	2.3264394	26.5
42	6.1	-3.0000088	2.3261511	26.5
42	6.2	-3.0000095	2.325801	26.5
42	6.3	-3.0000088	2.3255334	26.5
42	6.4	-3.000008	2.325242	26.5
42	6.5	-3.000008	2.3249483	26.5
42	6.6	-3.0000088	2.324659	26.5
42	6.7	-3.0000095	2.3243685	26.5
42	6.8	-3.0000103	2.3241005	26.5
42	6.9	-3.000011	2.323813	26.5
42	7.0	-3.0000117	2.323538	26.5
42	7.1	-3.000013	2.32326	26.5
42	7.2	-3.0000138	2.3230243	26.5
42	7.3	-3.0000145	2.3227015	26.5
42	7.4	-3.0000145	2.3224244	26.5
42	7.5	-3.0000145	2.3221745	26.5
42	7.6	-3.000013	2.3218985	26.5
42	7.7	-3.000013	2.3216357	26.5
42	7.8	-3.0000124	2.321358	26.5
42	7.9	-3.0000103	2.3211045	26.5
42	8.0	-3.0000088	2.3208582	26.5
