Step	Time	I	E	T
72	0.0	-2.9973035	2.2658522	27.5
72	0.1	-2.9973035	2.2658522	27.5
72	0.2	-2.9977956	2.2633052	27.5
72	0.3	-2.998495	2.2621214	27.5
72	0.4	-2.998862	2.260093	27.5
72	0.5	-2.9990802	2.2587173	27.5
72	0.6	-2.9992254	2.2576082	27.5
72	0.7	-2.9993222	2.256581	27.5
72	0.8	-2.999396	2.2556813	27.5
72	0.9	-2.9994535	2.25485	27.5
72	1.0	-2.9995008	2.254101	27.5
72	1.1	-2.9995408	2.2533522	27.5
72	1.2	-2.9995728	2.252626	27.5
72	1.3	-2.999599	2.2519853	27.5
72	1.4	-2.9996214	2.2513757	27.5
72	1.5	-2.999642	2.2507162	27.5
72	1.6	-2.9996614	2.250109	27.5
72	1.7	-2.9996789	2.249523	27.5
72	1.8	-2.9996927	2.2489614	27.5
72	1.9	-2.999705	2.2484238	27.5
72	2.0	-2.9997165	2.2478986	27.5
72	2.1	-2.9997282	2.2473702	27.5
72	2.2	-2.9997413	2.246861	27.5
72	2.3	-2.999753	2.2463443	27.5
72	2.4	-2.999763	2.2458801	27.5
72	2.5	-2.9997725	2.245395	27.5
72	2.6	-2.999782	2.2448943	27.5
72	2.7	-2.999792	2.2444642	27.5
72	2.8	-2.9997988	2.2440078	27.5
72	2.9	-2.9998045	2.243551	27.5
72	3.0	-2.9998105	2.2430837	27.5
72	3.1	-2.9998176	2.2426507	27.5
72	3.2	-2.999824	2.2422278	27.5
72	3.3	-2.9998293	2.2417789	27.5
72	3.4	-2.9998357	2.2413611	27.5
72	3.5	-2.9998417	2.2409954	27.5
72	3.6	-2.9998467	2.2405818	27.5
72	3.7	-2.999851	2.2401974	27.5
72	3.8	-2.9998562	2.2398098	27.5
72	3.9	-2.999862	2.239426	27.5
72	4.0	-2.999867	2.2390661	27.5
72	4.1	-2.9998708	2.238624	27.5
72	4.2	-2.9998744	2.2383025	27.5
72	4.3	-2.9998786	2.2379212	27.5
72	4.4	-2.9998837	2.2375727	27.5
72	4.5	-2.999889	2.2371867	27.5
72	4.6	-2.9998925	2.2368605	27.5
72	4.7	-2.9998953	2.2364886	27.5
72	4.8	-2.9998975	2.2361653	27.5
72	4.9	-2.9998996	2.2358487	27.5
72	5.0	-2.999902	2.235479	27.5
72	5.1	-2.9999042	2.2351425	27.5
72	5.2	-2.9999056	2.2347944	27.5
72	5.3	-2.9999084	2.2344577	27.5
72	5.4	-2.9999113	2.2341447	27.5
72	5.5	-2.9999127	2.2338266	27.5
72	5.6	-2.9999142	2.2335222	27.5
72	5.7	-2.9999156	2.233214	27.5
72	5.8	-2.9999166	2.2328513	27.5
72	5.9	-2.9999166	2.2325838	27.5
72	6.0	-2.9999166	2.2322936	27.5
72	6.1	-2.9999166	2.2319515	27.5
72	6.2	-2.9999166	2.2316682	27.5
72	6.3	-2.9999173	2.231344	27.5
72	6.4	-2.9999187	2.2310674	27.5
72	6.5	-2.9999201	2.230743	27.5
72	6.6	-2.9999208	2.2305043	27.5
72	6.7	-2.9999208	2.230188	27.5
72	6.8	-2.9999216	2.2299287	27.5
72	6.9	-2.9999216	2.229624	27.5
72	7.0	-2.999923	2.2293484	27.5
72	7.1	-2.999924	2.2290866	27.5
72	7.2	-2.9999251	2.2288	27.5
72	7.3	-2.9999251	2.2285166	27.5
72	7.4	-2.999924	2.2282536	27.5
72	7.5	-2.9999223	2.2279484	27.5
72	7.6	-2.9999223	2.227687	27.5
72	7.7	-2.999923	2.2274292	27.5
72	7.8	-2.999923	2.2271523	27.5
72	7.9	-2.9999223	2.2268915	27.5
72	8.0	-2.9999223	2.2266564	27.5
72	8.1	-2.9999223	2.2263691	27.5
72	8.2	-2.9999208	2.2260745	27.5
72	8.3	-2.999918	2.2258775	27.5
72	8.4	-2.9999173	2.2256248	27.5
72	8.5	-2.9999173	2.2253592	27.5
72	8.6	-2.9999156	2.2251074	27.5
72	8.7	-2.9999137	2.2248423	27.5
72	8.8	-2.999912	2.2246091	27.5
72	8.9	-2.9999099	2.2243717	27.5
72	9.0	-2.9999099	2.224136	27.5
72	9.1	-2.9999092	2.2238667	27.5
72	9.2	-2.9999077	2.2236512	27.5
72	9.3	-2.999907	2.2234151	27.5
72	9.4	-2.9999056	2.2231352	27.5
72	9.5	-2.9999049	2.2229338	27.5
72	9.6	-2.9999056	2.2226946	27.3
72	9.7	-2.9999063	2.2224689	27.3
72	9.8	-2.9999049	2.2222276	27.3
72	9.9	-2.9999042	2.2220128	27.3
72	10.0	-2.9999032	2.221799	27.3
72	10.1	-2.9999032	2.2215557	27.3
72	10.2	-2.9999032	2.2213175	27.3
72	10.3	-2.9999027	2.221105	27.3
72	10.4	-2.9999013	2.2208636	27.3
72	10.5	-2.9999003	2.2206547	27.3
72	10.6	-2.9999003	2.22043	27.5
72	10.7	-2.9998975	2.2201986	27.5
72	10.8	-2.9998946	2.2199645	27.5
72	10.9	-2.999894	2.2197626	27.5
72	11.0	-2.999893	2.2195363	27.5
72	11.1	-2.999893	2.2193449	27.5
72	11.2	-2.9998925	2.2191265	27.5
72	11.3	-2.999891	2.2189157	27.5
72	11.4	-2.9998903	2.2186952	27.5
72	11.5	-2.9998903	2.2184753	27.5
72	11.6	-2.9998896	2.2182853	27.5
72	11.7	-2.9998896	2.2180462	27.5
72	11.8	-2.9998882	2.2178743	27.5
72	11.9	-2.9998875	2.2176476	27.5
72	12.0	-2.9998868	2.217465	27.5
72	12.1	-2.999886	2.2172594	27.5
72	12.2	-2.999885	2.2170596	27.5
72	12.3	-2.999886	2.2168362	27.5
72	12.4	-2.999886	2.2166522	27.5
72	12.5	-2.999885	2.2164638	27.5
72	12.6	-2.9998868	2.2162466	27.5
72	12.7	-2.9998875	2.2160544	27.5
72	12.8	-2.9998875	2.2158551	27.5
72	12.9	-2.9998868	2.215641	27.5
72	13.0	-2.9998868	2.2154546	27.5
72	13.1	-2.999886	2.2152643	27.5
72	13.2	-2.999886	2.21507	27.5
72	13.3	-2.9998875	2.214864	27.5
72	13.4	-2.999889	2.2146811	27.5
72	13.5	-2.9998903	2.2145076	27.5
72	13.6	-2.9998903	2.2143106	27.5
72	13.7	-2.9998903	2.2141352	27.5
72	13.8	-2.9998903	2.213936	27.5
72	13.9	-2.999891	2.213745	27.5
72	14.0	-2.9998903	2.213563	27.5
72	14.1	-2.9998903	2.2133741	27.5
72	14.2	-2.9998925	2.2131948	27.5
72	14.3	-2.999893	2.2130132	27.5
72	14.4	-2.999893	2.2128582	27.5
72	14.5	-2.9998925	2.2126527	27.5
72	14.6	-2.9998918	2.2124627	27.5
72	14.7	-2.9998918	2.2122827	27.5
72	14.8	-2.9998918	2.2121115	27.5
72	14.9	-2.9998918	2.2118893	27.5
72	15.0	-2.9998918	2.2117426	27.5
72	15.1	-2.999891	2.211578	27.5
72	15.2	-2.9998903	2.2114055	27.5
72	15.3	-2.999889	2.2112193	27.5
72	15.4	-2.9998882	2.2110276	27.5
72	15.5	-2.9998875	2.2108762	27.5
72	15.6	-2.999886	2.21073	27.5
72	15.7	-2.999886	2.2105322	27.5
72	15.8	-2.999886	2.2103457	27.5
72	15.9	-2.999885	2.2101657	27.5
72	16.0	-2.9998837	2.2100317	27.5
72	16.1	-2.9998832	2.2098486	27.5
72	16.2	-2.9998808	2.209649	27.5
72	16.3	-2.9998794	2.2094994	27.5
72	16.4	-2.9998765	2.209344	27.5
72	16.5	-2.9998744	2.2091517	27.5
72	16.6	-2.9998727	2.209022	27.5
72	16.7	-2.9998722	2.2088158	27.5
72	16.8	-2.9998708	2.208665	27.5
72	16.9	-2.999869	2.2085214	27.5
72	17.0	-2.9998684	2.2083368	27.5
72	17.1	-2.999867	2.2081726	27.5
72	17.2	-2.999867	2.2080302	27.5
72	17.3	-2.9998655	2.207859	27.5
72	17.4	-2.9998634	2.2076852	27.5
72	17.5	-2.9998612	2.207504	27.5
72	17.6	-2.999859	2.2073631	27.5
72	17.7	-2.999857	2.207207	27.5
72	17.8	-2.999857	2.2070446	27.5
72	17.9	-2.9998562	2.2068791	27.5
72	18.0	-2.9998538	2.2067378	27.5
72	18.1	-2.9998527	2.206594	27.5
72	18.2	-2.9998517	2.2064319	27.5
72	18.3	-2.9998503	2.2062998	27.5
72	18.4	-2.9998488	2.2061129	27.5
72	18.5	-2.9998488	2.2059789	27.5
72	18.6	-2.9998496	2.2058294	27.5
72	18.7	-2.9998496	2.20565	27.5
72	18.8	-2.9998488	2.205488	27.5
72	18.9	-2.9998474	2.205333	27.5
72	19.0	-2.9998467	2.20519	27.5
72	19.1	-2.999846	2.2050254	27.5
72	19.2	-2.9998453	2.2049096	27.5
72	19.3	-2.9998446	2.2047327	27.5
72	19.4	-2.9998431	2.2045946	27.5
72	19.5	-2.999841	2.2044432	27.5
72	19.6	-2.9998403	2.20428	27.5
72	19.7	-2.9998393	2.2041519	27.5
72	19.8	-2.9998393	2.2039897	27.5
72	19.9	-2.9998393	2.203841	27.5
72	20.0	-2.9998393	2.2037117	27.5
72	20.1	-2.9998386	2.203581	27.5
72	20.2	-2.9998372	2.2034254	27.5
72	20.3	-2.9998364	2.203305	27.5
72	20.4	-2.9998372	2.203133	27.5
72	20.5	-2.9998364	2.2030046	27.5
72	20.6	-2.9998364	2.2028406	27.5
72	20.7	-2.9998372	2.202725	27.5
72	20.8	-2.9998364	2.202548	27.5
72	20.9	-2.9998364	2.2024088	27.5
72	21.0	-2.9998364	2.2022789	27.5
72	21.1	-2.9998372	2.202132	27.5
72	21.2	-2.9998379	2.2019892	27.5
72	21.3	-2.9998386	2.201839	27.5
72	21.4	-2.9998379	2.2016978	27.5
72	21.5	-2.9998386	2.201592	27.5
72	21.6	-2.9998403	2.2014387	27.5
72	21.7	-2.999841	2.2012832	27.5
72	21.8	-2.9998403	2.2011638	27.5
72	21.9	-2.9998393	2.2010024	27.5
72	22.0	-2.9998403	2.2008893	27.5
72	22.1	-2.9998422	2.2007601	27.5
72	22.2	-2.9998422	2.2006075	27.5
72	22.3	-2.9998422	2.2004864	27.5
72	22.4	-2.9998446	2.2003446	27.5
72	22.5	-2.9998446	2.200216	27.5
72	22.6	-2.9998438	2.2000563	27.5
72	22.7	-2.9998422	2.199925	27.5
72	22.8	-2.999841	2.199802	27.5
72	22.9	-2.999841	2.1996567	27.5
72	23.0	-2.999841	2.1995478	27.5
72	23.1	-2.999841	2.1993966	27.5
72	23.2	-2.999841	2.199276	27.5
72	23.3	-2.999841	2.1991286	27.5
72	23.4	-2.9998403	2.1990066	27.5
72	23.5	-2.9998393	2.1988387	27.5
72	23.6	-2.9998393	2.1987474	27.5
72	23.7	-2.9998393	2.1986215	27.5
72	23.8	-2.9998393	2.198467	27.5
72	23.9	-2.9998393	2.1983647	27.5
72	24.0	-2.9998393	2.1981905	27.5
72	24.1	-2.999841	2.198092	27.5
72	24.2	-2.999841	2.1979554	27.5
72	24.3	-2.9998386	2.1978102	27.5
72	24.4	-2.9998372	2.1976967	27.5
72	24.5	-2.9998372	2.1975787	27.5
72	24.6	-2.9998372	2.1974437	27.5
72	24.7	-2.9998357	2.197312	27.5
72	24.8	-2.9998357	2.1971958	27.5
72	24.9	-2.9998357	2.1970844	27.5
72	25.0	-2.9998364	2.1969616	27.5
72	25.1	-2.9998364	2.196831	27.5
72	25.2	-2.9998364	2.1966927	27.5
72	25.3	-2.999835	2.1965353	27.5
72	25.4	-2.9998329	2.196435	27.5
72	25.5	-2.9998329	2.1963158	27.5
72	25.6	-2.999832	2.196183	27.5
72	25.7	-2.9998314	2.196076	27.5
72	25.8	-2.9998314	2.1959455	27.5
72	25.9	-2.999832	2.1958153	27.5
72	26.0	-2.9998336	2.1957102	27.5
72	26.1	-2.9998357	2.1956234	27.5
72	26.2	-2.9998364	2.1954618	27.5
72	26.3	-2.9998357	2.1953697	27.5
72	26.4	-2.9998357	2.1952202	27.5
72	26.5	-2.9998357	2.1951113	27.5
72	26.6	-2.9998357	2.1949646	27.5
72	26.7	-2.9998357	2.1948295	27.5
72	26.8	-2.9998357	2.1947083	27.5
72	26.9	-2.999835	2.1945863	27.5
72	27.0	-2.999835	2.1945093	27.5
72	27.1	-2.9998336	2.1943853	27.5
72	27.2	-2.999832	2.1942878	27.5
72	27.3	-2.9998314	2.1941485	27.5
72	27.4	-2.9998314	2.1940463	27.5
72	27.5	-2.9998314	2.1939092	27.5
72	27.6	-2.9998307	2.1937792	27.5
72	27.7	-2.9998307	2.1936495	27.5
72	27.8	-2.99983	2.1935556	27.5
72	27.9	-2.9998293	2.1934183	27.5
72	28.0	-2.9998286	2.1933222	27.5
72	28.1	-2.9998271	2.1932166	27.5
72	28.2	-2.9998271	2.1930766	27.5
72	28.3	-2.9998271	2.1929715	27.5
72	28.4	-2.9998286	2.1928668	27.5
72	28.5	-2.9998286	2.1927702	27.5
72	28.6	-2.9998286	2.192636	27.5
72	28.7	-2.9998286	2.192515	27.5
72	28.8	-2.9998293	2.1923888	27.5
72	28.9	-2.9998307	2.1922944	27.5
72	29.0	-2.999832	2.1921744	27.5
72	29.1	-2.9998343	2.1920564	27.5
72	29.2	-2.9998357	2.1919353	27.5
72	29.3	-2.9998357	2.1918263	27.5
72	29.4	-2.999835	2.1917148	27.5
72	29.5	-2.999835	2.1916106	27.5
72	29.6	-2.999835	2.191496	27.5
72	29.7	-2.9998357	2.1913855	27.5
72	29.8	-2.9998357	2.1912773	27.5
72	29.9	-2.9998372	2.1911561	27.5
72	30.0	-2.9998393	2.1910532	27.5
72	30.1	-2.999841	2.1909325	27.5
72	30.2	-2.9998422	2.1908278	27.5
72	30.3	-2.9998422	2.1907516	27.5
72	30.4	-2.9998438	2.1906123	27.5
72	30.5	-2.9998453	2.1904826	27.5
72	30.6	-2.999846	2.1903875	27.5
72	30.7	-2.9998481	2.1902883	27.5
72	30.8	-2.9998488	2.1901767	27.5
72	30.9	-2.9998503	2.1900887	27.5
72	31.0	-2.9998517	2.1899595	27.5
72	31.1	-2.9998527	2.1898627	27.5
72	31.2	-2.9998527	2.1897683	27.5
72	31.3	-2.9998555	2.1896358	27.5
72	31.4	-2.9998577	2.189532	27.5
72	31.5	-2.9998577	2.1894317	27.5
72	31.6	-2.9998577	2.1893032	27.5
72	31.7	-2.9998584	2.189204	27.5
72	31.8	-2.9998584	2.1891265	27.5
72	31.9	-2.9998584	2.1890142	27.5
72	32.0	-2.999859	2.1888883	27.5
72	32.1	-2.9998598	2.1887915	27.5
72	32.2	-2.9998598	2.188677	27.5
72	32.3	-2.9998598	2.1885579	27.5
72	32.4	-2.9998598	2.1884773	27.5
72	32.5	-2.9998605	2.188327	27.5
72	32.6	-2.9998605	2.188252	27.5
72	32.7	-2.9998605	2.1881607	27.5
72	32.8	-2.999862	2.1880286	27.5
72	32.9	-2.999863	2.1879625	27.5
72	33.0	-2.999864	2.1878395	27.5
72	33.1	-2.9998648	2.1877337	27.5
72	33.2	-2.9998662	2.187646	27.5
72	33.3	-2.9998662	2.1875472	27.5
72	33.4	-2.9998655	2.1874342	27.5
72	33.5	-2.9998648	2.187328	27.5
72	33.6	-2.9998655	2.187262	27.5
72	33.7	-2.999867	2.1871386	27.5
72	33.8	-2.9998662	2.1870306	27.5
72	33.9	-2.999867	2.1869211	27.5
72	34.0	-2.999867	2.1868052	27.5
72	34.1	-2.9998684	2.1867323	27.5
72	34.2	-2.999869	2.186614	27.5
72	34.3	-2.999869	2.186518	27.5
72	34.4	-2.999867	2.1864173	27.5
72	34.5	-2.999867	2.1863089	27.5
72	34.6	-2.9998684	2.1862235	27.5
72	34.7	-2.9998677	2.1861165	27.5
