Step	Time	I	E	T
36	0.0	-2.9985962	2.393349	26.7
36	0.1	-2.9985962	2.393349	26.7
36	0.2	-2.9987247	2.389581	26.7
36	0.3	-2.999078	2.388916	26.7
36	0.4	-2.9992917	2.386947	26.7
36	0.5	-2.9994245	2.3855088	26.7
36	0.6	-2.9995213	2.3843179	26.7
36	0.7	-2.9995873	2.3833425	26.7
36	0.8	-2.9996324	2.382391	26.7
36	0.9	-2.999665	2.3815663	26.7
36	1.0	-2.9996927	2.3808162	26.7
36	1.1	-2.9997165	2.3800485	26.7
36	1.2	-2.9997377	2.3792927	26.7
36	1.3	-2.999758	2.3786569	26.7
36	1.4	-2.9997761	2.3780053	26.7
36	1.5	-2.9997916	2.3773358	26.5
36	1.6	-2.999803	2.3767788	26.5
36	1.7	-2.9998147	2.3761992	26.5
36	1.8	-2.999825	2.3756106	26.5
36	1.9	-2.9998329	2.3750737	26.5
36	2.0	-2.999841	2.3745472	26.5
36	2.1	-2.9998488	2.3740544	26.7
36	2.2	-2.9998562	2.3735259	26.7
36	2.3	-2.9998634	2.3730068	26.7
36	2.4	-2.999869	2.3725243	26.7
36	2.5	-2.9998758	2.3720708	26.7
36	2.6	-2.9998837	2.3715858	26.7
36	2.7	-2.999891	2.3711476	26.7
36	2.8	-2.9998968	2.3707092	26.7
36	2.9	-2.999902	2.3702853	26.7
36	3.0	-2.9999063	2.3698268	26.7
36	3.1	-2.9999106	2.369412	26.7
36	3.2	-2.9999156	2.3689923	26.7
36	3.3	-2.9999223	2.368577	26.7
36	3.4	-2.999928	2.3681712	26.7
36	3.5	-2.9999337	2.3677697	26.7
36	3.6	-2.9999404	2.3673692	26.7
36	3.7	-2.999947	2.3669946	26.7
36	3.8	-2.9999528	2.366612	26.7
36	3.9	-2.9999585	2.3662486	26.5
36	4.0	-2.9999614	2.365862	26.5
36	4.1	-2.9999652	2.3654852	26.5
36	4.2	-2.9999702	2.3651288	26.5
36	4.3	-2.9999752	2.364761	26.5
36	4.4	-2.999979	2.364402	26.5
36	4.5	-2.9999819	2.3640447	26.7
36	4.6	-2.9999855	2.3637457	26.7
36	4.7	-2.9999883	2.363352	26.7
